Loinc Long Common Name	Score	Candidate HPO Class URI	Candidate HPO Class Label	Candidate HPO Class Definition
Trisomy 21 risk [Likelihood] in Fetus	65	http://purl.obolibrary.org/obo/NCIT_C36207	Digestive System Adenoma	A sporadic or less frequently familial neoplasm, arising from the glandular epithelium of the stomach, small intestine, biliary tract, colon, and rectum.  It is a polypoid or flat circumscribed lesion.  Morphologically, it is characterized by a proliferation of neoplastic glandular cells and it is associated with dysplasia.  According to the growth pattern, it may be classified as tubular, villous, or tubulovillous.  The dysplasia is classified as mild, moderate, or severe.  The frequency of malignant transformation depends on the size of the lesion and the degree of dysplasia.  Larger adenomas with severe dysplastic changes (sometimes called carcinoma in situ) carry a higher risk of progressing to invasive adenocarcinoma. Gastrointestinal adenomas may present as solitary or multifocal lesions.  Familial adenomas tend to be multifocal and carry a higher risk of malignant transformation.
Trisomy 21 risk [Likelihood] in Fetus	65	http://purl.obolibrary.org/obo/NCIT_C3088	Angiosarcoma	A malignant tumor arising from the endothelial cells of the blood vessels.  Microscopically, it is characterized by frequently open vascular anastomosing and branching channels.  The malignant cells that line the vascular channels are spindle or epithelioid and often display hyperchromatic nuclei.  Angiosarcomas most frequently occur in the skin and breast.  Patients with long-standing lymphedema are at increased risk of developing angiosarcoma.
Trisomy 21 risk [Likelihood] in Fetus	65	http://purl.obolibrary.org/obo/HP_0002659	Increased susceptibility to fractures	An abnormally increased tendency to fractures of bones caused by an abnormal reduction in bone strength that is generally associated with an increased risk of fracture.
Trisomy 21 risk [Likelihood] in Fetus	65	http://purl.obolibrary.org/obo/HP_0001677	Coronary artery disease	Reduction of the diameter of the coronary arteries as the result of an accumulation of atheromatous plaques within the walls of the coronary arteries, which increases the risk of myocardial ischemia.
Trisomy 21 risk [Likelihood] in Fetus	65	http://purl.obolibrary.org/obo/HP_0100724	Hypercoagulability	An abnormality of coagulation associated with an increased risk of thrombosis.
Trisomy 21 risk [Likelihood] in Fetus	65	http://purl.obolibrary.org/obo/HP_0040246	Reduced antithrombin antigen	Reduced antithrombin antigen. A reduced level of antithrombin may lead to an increased risk of thrombus formation.
Inhibin A [Multiple of the median] adjusted in Serum or Plasma	85	http://purl.obolibrary.org/obo/HP_0031100	Decreased inhibin B level	A reduced concentration of inhibin B in the blood.
Inhibin A [Multiple of the median] adjusted in Serum or Plasma	65	http://purl.obolibrary.org/obo/HP_0031099	Abnormal circulating inhibin level	Any deviation from the normal concentration of iInhibins, which are heterodimeric protein hormones secreted by granulosa cells of the ovary in females and Sertoli cells of the testis in males. Inhibins suppress the secretion of pituitary follicle-stimulating hormone.
Coxsackievirus B2 Ab [Units/volume] in Serum	70	http://purl.obolibrary.org/obo/NCIT_C3411	Thymoma	A neoplasm arising from the epithelial cells of the thymus.  Although thymomas are usually encapsulated tumors, they may invade the capsule and infiltrate the surrounding tissues or even metastasize to distant anatomic sites.  The following morphologic subtypes are currently recognized: type A, type B, type AB, metaplastic, micronodular, microscopic, and sclerosing thymoma.  Thymomas type B are further subdivided into types B1, B2, and B3. Thymoma type B3 usually has the most aggressive clinical course.
Sulfatide IgG Ab [Titer] in Serum	90	http://purl.obolibrary.org/obo/HP_0003237	Increased IgG level	An abnormally increased level of immunoglobulin G in blood.
Sulfatide IgG Ab [Titer] in Serum	90	http://purl.obolibrary.org/obo/HP_0100778	Cryoglobulinemia	Increased level of cryoglobulins in the blood. Cryoglobulins are abnormal immunoglobulins, especially IGG or IGM, that precipitate spontaneously when serum is cooled below 37 degrees Celsius.
Sulfatide IgG Ab [Titer] in Serum	90	http://purl.obolibrary.org/obo/HP_0004315	IgG deficiency	An abnormally decreased level of immunoglobulin IgG in blood.
Sulfatide IgG Ab [Titer] in Serum	80	http://purl.obolibrary.org/obo/HP_0025343	Lupus anticoagulant@en	Presence of lupus anticoagulant (LA) autoantiboides. LA represent a heterogeneous group of autoantibodies, IgG, IgM, or a mixture of both classes, that interfere with standard phospholipid-based coagulant tests (this is only an in vitro phenomenon, LA do not cause reduction of coagulation in vivo). The antibodies are directed against plasma proteins which also bind to phospholipid surfaces.
Sulfatide IgG Ab [Titer] in Serum	70	http://purl.obolibrary.org/obo/HP_0025217	Triggered by high-fat diet@en	Applies to a sign or symptom that is provoked or brought about by eating a diet high in lipids.
Sulfatide IgG Ab [Titer] in Serum	70	http://purl.obolibrary.org/obo/HP_0002608	Celiac disease	Celiac disease (CD) is an autoimmune condition affecting the small intestine, triggered by the ingestion of gluten, the protein fraction of wheat, barley, and rye. Clinical manifestations of CD are highly variable and include both gastrointestinal and non-gastrointestinal features. The hallmark of CD is an immune-mediated enteropathy. This term is included because the occurence of CD is seen as a feature of a number of other diseases.
Sulfatide IgG Ab [Titer] in Serum	70	http://purl.obolibrary.org/obo/HP_0030386	Abnormal class-switched memory B cell count	A deviation from the normal count of class-switched memory B cells (CD19+/CD27+/IgM-/IgD-). Marginal zone B cells undergo limited somatic hypermutation and produce high-affinity IgM and some IgG, whereas class-switched memory B-cells synthetize IgG, IgM, and IgA.
Sulfatide IgG Ab [Titer] in Serum	70	http://purl.obolibrary.org/obo/HP_0031162	Impaired oropharyngeal swallow response	Delay or absence of the swallow response, reflexes triggered by the contact the food bolus makes with the anterior faucial pillars.
Sulfatide IgG Ab [Titer] in Serum	70	http://purl.obolibrary.org/obo/HP_0025160	Abnormal temper tantrums@en	A temper tantrum is an emotional outburst usually triggered by a sense of frustration and manifested as whining and crying, screaming, kicking, hitting, and breath holding. Temper tantrums are normal in toddlers and young children and usually happen between the ages of one to three years. Temper tantrums may be considered abnormal if they occur at an unusually high frequency, are of unusual severity, or occur at an old age than usual.
Sulfatide IgG Ab [Titer] in Serum	60	http://purl.obolibrary.org/obo/HP_0008348	Immunoglobulin IgG2 deficiency	A reduction in immunoglobulin levels of the IgG2 subclass.
Sulfatide IgG Ab [Titer] in Serum	60	http://purl.obolibrary.org/obo/HP_0030388	Decreased class-switched memory B cell count	A reduction from the normal count of class-switched memory B cells (CD19+/CD27+/IgM+/IgD+). Marginal zone B cells undergo limited somatic hypermutation and produce high-affinity IgM and some IgG, whereas class-switched memory B-cells synthetize IgG, IgM, and IgA.
Sulfatide IgG Ab [Titer] in Serum	60	http://purl.obolibrary.org/obo/HP_0025186	Marcus Gunn jaw winking synkinesis@en	Unilateral ptosis with associated upper eyelid contraction and contraction of either the external or the internal pterygoid muscle. It is thought to occur because of congenital miswiring of a branch of the fifth cranial nerve into the branch of the third cranial nerve supplying the levator muscle. In Marcus Gunn jaw winking synkinesis, elevation and even retraction of the affected eyelid is triggered by chewing, suction, lateral mandible movement, smiling, sternocleidomastoid contraction, protruding tongue, Valsalva manoeuvre and even by breathing.
Sulfatide IgG Ab [Titer] in Serum	60	http://purl.obolibrary.org/obo/HP_0007098	Paroxysmal choreoathetosis	Episodes of choreoathetosis that can occur following triggers such as quick voluntary movements.
Coxsackievirus B5 Ab [Units/volume] in Serum	Too many (252) classes are found. List top 15 only
Coxsackievirus B5 Ab [Units/volume] in Serum	80	http://purl.obolibrary.org/obo/HP_0040081	Abnormal levels of creatine kinase in blood	
Coxsackievirus B5 Ab [Units/volume] in Serum	80	http://purl.obolibrary.org/obo/HP_0030354	Abnormal serum interferon level	
Coxsackievirus B5 Ab [Units/volume] in Serum	80	http://purl.obolibrary.org/obo/HP_0040133	Abnormal serum ferritin	
Coxsackievirus B5 Ab [Units/volume] in Serum	80	http://purl.obolibrary.org/obo/HP_0030355	Abnormal serum interferon-gamma level	
Coxsackievirus B5 Ab [Units/volume] in Serum	80	http://purl.obolibrary.org/obo/HP_0011403	Abnormal umbilical cord blood vessels	
Coxsackievirus B5 Ab [Units/volume] in Serum	80	http://purl.obolibrary.org/obo/HP_0040087	Abnormality of folate in blood	
Coxsackievirus B5 Ab [Units/volume] in Serum	80	http://purl.obolibrary.org/obo/HP_0040130	Abnormal serum iron	
Coxsackievirus B5 Ab [Units/volume] in Serum	80	http://purl.obolibrary.org/obo/HP_0040077	Abnormal concentration of calcium in blood	
Coxsackievirus B5 Ab [Units/volume] in Serum	80	http://purl.obolibrary.org/obo/MPATH_119	hemorrhage and non-specified extravasation	Abnormal release of whole blood or the cellular component from the circulation.
Coxsackievirus B5 Ab [Units/volume] in Serum	80	http://purl.obolibrary.org/obo/NCIT_C3099	Hepatocellular Carcinoma	A malignant tumor that arises from hepatocytes. Hepatocellular carcinoma is relatively rare in the United States but very common in all African countries south of the Sahara and in Southeast Asia. Most cases are seen in patients over the age of 50 years, but this tumor can also occur in younger individuals and even in children. Hepatocellular carcinoma is more common in males than females and is associated with hepatitis B, hepatitis C, chronic alcohol abuse and cirrhosis. Serum elevation of alpha-fetoprotein occurs in a large percentage of patients with hepatocellular carcinoma. Grossly, hepatocellular carcinoma may present as a single mass, as multiple nodules, or as diffuse liver involvement. Microscopically, there is a wide range of differentiation from tumor to tumor (well differentiated to poorly differentiated tumors). Hepatocellular carcinomas quickly metastasize to regional lymph nodes and lung. The overall median survival of untreated liver cell carcinoma is about 4 months. The most effective treatment of hepatocellular carcinoma is complete resection of the tumor. Lately, an increasing number of tumors have been treated with liver transplantation.
Coxsackievirus B5 Ab [Units/volume] in Serum	80	http://purl.obolibrary.org/obo/HP_0030875	Abnormality of pulmonary circulation	A functional anomaly of that portion of the cardiosvascular system that carries deoxygenated blood from the heart to the lungs and rturns oxygenated blood back to the heart.
Coxsackievirus B5 Ab [Units/volume] in Serum	80	http://purl.obolibrary.org/obo/HP_0030402	Abnormal platelet aggregation	An abnormality in the rate and degree to which platelets aggregate after the addition of an agonist that stimulates platelet clumping. Platelet aggregation is measured using aggregometer to measure the optical density of platelet-rich plasma, whereby platelet aggregation causes the plasma to become more transparent.
Coxsackievirus B5 Ab [Units/volume] in Serum	80	http://purl.obolibrary.org/obo/HP_0031219	Reduced radioactive iodine uptake	A decreased amount of uptake on the radioactive iodine uptake (RAIU) test, which utilizes a radioisotope of iodine to measure how much iodine the thyroid gland absorbs from the blood. The radioactive marker is measured 4-6 hours and in some cases also 24 hours afteradministration of the radioactive marker.
Coxsackievirus B5 Ab [Units/volume] in Serum	80	http://purl.obolibrary.org/obo/HP_0010684	Low alkaline phosphatase of bone origin	An abnormally reduced level of bone isoforms of alkaline phosphatase, tissue-nonspecific isozyme in the blood.
Coxsackievirus B5 Ab [Units/volume] in Serum	80	http://purl.obolibrary.org/obo/HP_0003472	Hypocalcemic tetany	Hyperexcitability of the neuromuscular system related to abnormally low level of calcium in the blood, resulting in carpopedal or generalized spasms.
Fetal Trisomy 21 risk [Likelihood] Based on maternal age	64	http://purl.obolibrary.org/obo/HP_0011425	Fetal ultrasound soft marker	An finding upon obstetric ultrasound examination performed at around 16 to 20 weeks of gestation that is abnormal but not clearly identifiable as a fetal anatomic malformation or growth restriction. Such findings are known as soft markers since they are associated with increased risk for fetal aneuploidy or other disorders.
